編號,名稱,類別,去年EPS,五年平均EPS,近四季EPS,預測EPS,預測本益比,去年股利,去年股息,預測股利,五年平均殖利率,預測殖利率,合理價位,目前價格,K,D,五年均價,營收更新月,推(股利),推(EPS),推(KD)
2367,燿華,電子零組件業,2.8,1.51,1.08|0.58|0.02|-1.11|,-2.37,-9.39,0.8,0,-1.14,3.36,-5.12,-16.29,22.25,68.24,63.65,10.49|12.29|19.16|24.83|24.89|,2020/8,N,N,N
2373,震旦行,其他電子業,6.12,5.48,1.67|1.59|0.69|1.61|,4.72,18.11,6,0,4.16,4.98,4.87,59.43,85.5,52.85,44.88,52.97|68|91.81|94.12|87.63|,2020/8,N,N,N
2374,佳能,未知,-1.41,0.16,-0.24|-0.77|-0.68|-0.42|,-2.12,-6.08,0.3,0,-0.87,3.74,-6.74,-12.43,12.9,64.41,70.7,17.68|19.81|16.42|15.61|12.7|,2020/8,N,N,N
2375,智寶,電子零組件業,2.83,8.15,2.06|0.68|0.57|0.93|,3.01,14.17,0.5,0,2,4.06,4.69,28.57,42.65,41.88,33.3,14.69|25.55|50.57|42.47|36.98|,2020/8,N,N,N
2376,技嘉,未知,3.05,3.64,1.29|0.61|1.07|1.84|,6.26,12.99,2.2,0,4.81,4.27,5.92,68.71,81.3,25.73,19.38,38.63|41.93|58.74|48.54|62.67|,2020/8,N,Y,Y
2377,微星,未知,6.61,5.96,2.03|1.55|1.48|2.49|,8.87,15.45,4.2,0,6.68,3.6,4.88,95.43,137,33.22,36.16,62.94|71.2|91.52|84.78|106.4|,2020/8,N,N,N
2379,瑞昱,半導體業,13.36,7.89,3.78|3.24|3.21|3.97|,16.37,22.39,11,0,13.37,2.56,3.65,191,366.5,23.7,26.01,98.45|109.36|123.89|207.43|284.38|,2020/8,N,N,Y
2382,廣達,未知,4.14,4.07,1.13|1.17|0.67|1.62|,5.14,15.23,3.7,0,4.49,4.45,5.73,64.14,78.3,65.42,45.79,58.71|67.15|54.3|58.19|68.43|,2020/8,N,N,N
2383,台光電,電子零組件業,10.14,8.12,3|3.55|2.29|2.69|,10.97,14.22,5.76,0,6.27,3.26,4.02,89.57,156,20.41,21.34,71.71|124.84|85.37|108.53|141.52|,2020/8,N,N,Y
2385,群光,電子零組件業,8.45,6.08,2.4|1.8|0.06|3.4|,7.76,11.25,5.9,0,5.84,4.69,6.69,83.43,87.3,43.84,33.93,75.62|76.3|68|80.34|84.28|,2020/8,N,N,N
2387,精元,未知,0.04,1.2,0.19|-0.27|-0.43|2.11|,0.15,445.33,1,0,0.69,1.88,1.03,9.86,66.8,26.25,36.6,16.31|18.96|16.61|27.96|40.03|,2020/8,N,N,N
2392,正崴,電子零組件業,4.1,2.53,2.2|1.3|0.04|0.86|,1.92,21.64,2.5,0,1.53,4.13,3.68,21.86,41.55,30.09,32.07,40.72|42.72|33.23|35.77|38.37|,2020/8,N,N,N
2393,億光,未知,1.86,2.96,0.66|0.51|0.14|0.88|,2.1,18.19,1.4,0,1.71,5.43,4.48,24.43,38.2,64.2,61.81,49.75|47.34|37.42|29.96|32.74|,2020/8,N,N,N
2395,研華,未知,10.51,8.92,3.06|2.43|1.85|3.29|,9.54,30.14,7.79,1,7.2,2.15,2.5,102.86,287.5,19.68,17.2,241.75|231.96|212.08|264.31|293.1|,2020/8,N,N,Y
2397,友通,未知,5.54,4.44,1.35|1.04|1.27|0.67|,4.69,14.33,5,0,4.55,5.7,6.77,65,67.2,29.24,34,51.11|55.59|66.84|79.81|74.69|,2020/8,N,Y,N
2401,凌陽,半導體業,0.03,0.4,0.01|0|-0.21|0.08|,0.01,1430,0.3,0,0.09,3.38,0.63,1.29,14.3,88.31,80.72,11.61|14.52|14.23|12.97|11.5|,2020/8,N,N,N
2402,毅嘉,電子零組件業,0.74,0.6,0.24|0.23|0.03|-0.05|,-0.05,-326,0.5,0,-0.04,3.36,-0.25,-0.57,16.3,24.85,37.09,14.84|18.74|16.43|15.71|14.2|,2020/8,N,N,Y
2408,南亞科,半導體業,3.23,9.23,0.72|0.43|0.63|1.05|,3.43,15.89,1.5,0,1.15,6.1,2.11,16.43,54.5,73.55,69.84,40.07|61.68|75.31|67.55|64.35|,2020/8,N,N,N
2414,精技,電子通路業,1.81,1.56,0.48|0.37|0.61|0.54|,2.28,10.99,1.5,0,1.98,6.26,7.9,28.29,25.05,31.11,30.33,16.52|18.62|20.07|21.18|24.19|,2020/8,Y,Y,Y
2415,錩新,電子零組件業,0.62,1.34,0.13|0.17|0.3|-0.61|,-0.17,-91.76,0.5,0,-0.13,4.73,-0.83,-1.86,15.6,21.56,34.65,16.86|29.49|24.29|21.75|15.91|,2020/8,N,N,Y
2417,圓剛,未知,0.02,-0.43,0|0.21|0.03|0.81|,0.31,205.48,0.1,0,0.39,0.62,0.61,5.57,63.7,32.09,45.25,9.74|11.42|12.2|11.1|24.15|,2020/8,N,N,N
2419,仲琦,未知,0.98,1.24,0.29|0.32|-0.1|0.35|,0.82,27.07,0.8,0,0.7,4.19,3.15,10,22.2,30.62,43.13,20.54|21.63|20.76|20.58|21.54|,2020/8,N,N,N
2420,新巨,電子零組件業,3.19,3.49,0.8|0.84|0.62|0.66|,2.73,11.83,2,0,2.13,6.68,6.59,30.43,32.3,12.22,23.55,38.73|36.33|33.96|35.63|33.63|,2020/8,N,N,Y
2421,建準,電子零組件業,2.71,2.36,1.03|0.86|0.39|1.47|,4.13,14.77,2,0,3.42,4.37,5.61,48.86,61,27.91,30.56,23.36|43.27|43.23|37.55|47.39|,2020/8,N,Y,N
2423,固緯,其他電子業,2.15,1.97,0.6|0.52|0.43|0.14|,1.23,18.21,1.5,0,0.77,5.58,3.44,11,22.4,52.83,55.28,18.41|22.83|23.1|26.92|23.58|,2020/8,N,N,N
2425,承啟,未知,1.06,1.49,0.61|-0.08|-0.01|0.46|,0.99,25.61,0.3,0,0.28,2.38,1.1,4,25.35,71.08,66.79,20.95|17.58|31.76|30.38|26|,2020/8,N,N,N
2426,鼎元,未知,0.6,1.04,-0.07|0.46|-0.78|1.78|,1.74,9.31,0.3,0,1.35,4.75,8.33,19.29,16.2,59.97,63.04,13.14|13.8|17.82|16.24|13.3|,2020/8,Y,N,N
